Order_ID,Date,Drug_Name,Category,Region,Distributor,Quantity,Unit_Price,Expiry_Days_Left,Total_Sales,Expired_Stock
1273,2025-03-10,Paracetamol,Tablet,Gujarat,Netmeds,424,9.29,88,3938.96,No
1274,2025-03-10,Amoxicillin,Tablet,Karnataka,Netmeds,124,78.96,317,9791.04,No
1275,2025-03-10,Metformin,Syrup,Gujarat,Apollo Pharmacy,204,31.53,188,6432.12,No
1276,2025-03-10,Metformin,Capsule,Maharashtra,Wellness Forever,352,31.16,-8,10968.32,Yes
1277,2025-03-11,Insulin,Injection,Maharashtra,Wellness Forever,179,379.73,266,67971.67,No
1278,2025-03-11,Metformin,Tablet,Tamil Nadu,MedPlus,388,16.31,380,6328.28,No
1279,2025-03-11,Metformin,Tablet,Karnataka,Apollo Pharmacy,91,28.88,27,2628.08,No
1280,2025-03-11,Metformin,Syrup,Maharashtra,Netmeds,163,21.51,94,3506.13,No
1281,2025-03-12,Azithromycin,Tablet,Karnataka,MedPlus,150,107.36,194,16104.0,No
1282,2025-03-12,Insulin,Capsule,Karnataka,Apollo Pharmacy,323,332.12,221,107274.76,No
1283,2025-03-12,Paracetamol,Capsule,Tamil Nadu,MedPlus,155,16.65,340,2580.75,No
1284,2025-03-12,Amoxicillin,Syrup,Karnataka,Apollo Pharmacy,332,69.37,303,23030.84,No
1285,2025-03-13,Paracetamol,Tablet,Gujarat,Apollo Pharmacy,131,7.66,33,1003.46,No
1286,2025-03-13,Insulin,Tablet,Karnataka,Wellness Forever,261,286.26,99,74713.86,No
1287,2025-03-13,Amoxicillin,Tablet,Tamil Nadu,MedPlus,352,89.08,139,31356.16,No
1288,2025-03-13,Insulin,Tablet,Tamil Nadu,Netmeds,396,384.35,121,152202.6,No
1289,2025-03-14,Metformin,Tablet,Tamil Nadu,Wellness Forever,320,11.08,151,3545.6,No
1290,2025-03-14,Amoxicillin,Injection,Maharashtra,Wellness Forever,98,39.89,305,3909.22,No
1291,2025-03-14,Metformin,Injection,Gujarat,Netmeds,484,13.29,183,6432.36,No
1292,2025-03-14,Paracetamol,Tablet,Maharashtra,Apollo Pharmacy,67,15.89,55,1064.63,No
1293,2025-03-15,Paracetamol,Tablet,Delhi,Netmeds,72,17.27,-9,1243.44,Yes
1294,2025-03-15,Amoxicillin,Tablet,Gujarat,MedPlus,356,42.81,184,15240.36,No
1295,2025-03-15,Amoxicillin,Tablet,Karnataka,Netmeds,317,60.35,320,19130.95,No
1296,2025-03-15,Insulin,Capsule,Tamil Nadu,Apollo Pharmacy,496,360.18,51,178649.28,No
1297,2025-03-16,Insulin,Tablet,Delhi,Netmeds,482,333.2,122,160602.4,No
1298,2025-03-16,Metformin,Tablet,Gujarat,Apollo Pharmacy,391,23.56,226,9211.96,No
1299,2025-03-16,Amoxicillin,Tablet,Maharashtra,Apollo Pharmacy,289,65.42,197,18906.38,No
1300,2025-03-16,Paracetamol,Capsule,Tamil Nadu,MedPlus,81,12.63,165,1023.03,No
1301,2025-03-17,Insulin,Syrup,Maharashtra,Netmeds,18,224.39,238,4039.02,No
1302,2025-03-17,Insulin,Tablet,Gujarat,Netmeds,375,291.26,85,109222.5,No
1303,2025-03-17,Paracetamol,Syrup,Gujarat,MedPlus,430,15.33,335,6591.9,No
1304,2025-03-17,Insulin,Injection,Delhi,Apollo Pharmacy,103,368.33,71,37937.99,No
1305,2025-03-18,Metformin,Capsule,Karnataka,Netmeds,382,25.91,169,9897.62,No
1306,2025-03-18,Amoxicillin,Tablet,Maharashtra,MedPlus,348,75.67,75,26333.16,No
1307,2025-03-18,Paracetamol,Capsule,Delhi,Apollo Pharmacy,446,7.4,232,3300.4,No
1308,2025-03-18,Amoxicillin,Capsule,Tamil Nadu,MedPlus,345,57.69,198,19903.05,No
1309,2025-03-19,Insulin,Capsule,Karnataka,Netmeds,161,152.33,343,24525.13,No
1310,2025-03-19,Insulin,Syrup,Delhi,MedPlus,414,211.67,233,87631.38,No
1311,2025-03-19,Paracetamol,Syrup,Maharashtra,Wellness Forever,365,15.9,110,5803.5,No
1312,2025-03-19,Metformin,Tablet,Gujarat,Apollo Pharmacy,49,34.8,395,1705.2,No
1313,2025-03-20,Azithromycin,Injection,Tamil Nadu,Wellness Forever,368,47.93,353,17638.24,No
1314,2025-03-20,Paracetamol,Syrup,Maharashtra,Wellness Forever,71,11.02,-12,782.42,Yes
1315,2025-03-20,Azithromycin,Injection,Karnataka,Apollo Pharmacy,263,104.01,72,27354.63,No
1316,2025-03-20,Azithromycin,Tablet,Karnataka,Apollo Pharmacy,463,56.32,135,26076.16,No
1317,2025-03-21,Metformin,Injection,Gujarat,MedPlus,78,23.88,160,1862.64,No
1318,2025-03-21,Azithromycin,Capsule,Gujarat,Apollo Pharmacy,407,98.65,195,40150.55,No
1319,2025-03-21,Azithromycin,Tablet,Tamil Nadu,Wellness Forever,254,89.28,243,22677.12,No
1320,2025-03-21,Metformin,Capsule,Tamil Nadu,Wellness Forever,374,14.7,75,5497.8,No
1321,2025-03-22,Azithromycin,Syrup,Gujarat,Netmeds,179,68.43,243,12248.97,No
1322,2025-03-22,Azithromycin,Capsule,Gujarat,Apollo Pharmacy,187,102.7,396,19204.9,No
1323,2025-03-22,Azithromycin,Tablet,Karnataka,Wellness Forever,198,84.34,175,16699.32,No
1324,2025-03-22,Paracetamol,Tablet,Gujarat,Netmeds,269,5.08,65,1366.52,No
1325,2025-03-23,Paracetamol,Capsule,Delhi,Netmeds,81,16.41,399,1329.21,No
1326,2025-03-23,Paracetamol,Tablet,Maharashtra,MedPlus,481,5.53,122,2659.93,No
1327,2025-03-23,Metformin,Capsule,Gujarat,Wellness Forever,468,28.64,334,13403.52,No
1328,2025-03-23,Insulin,Syrup,Tamil Nadu,MedPlus,26,200.62,110,5216.12,No
1329,2025-03-24,Azithromycin,Syrup,Delhi,Wellness Forever,379,116.65,353,44210.35,No
1330,2025-03-24,Azithromycin,Tablet,Tamil Nadu,MedPlus,350,69.44,389,24304.0,No
1331,2025-03-24,Metformin,Syrup,Delhi,MedPlus,66,18.17,340,1199.22,No
1332,2025-03-24,Azithromycin,Tablet,Gujarat,Apollo Pharmacy,227,51.91,293,11783.57,No
1333,2025-03-25,Paracetamol,Tablet,Maharashtra,MedPlus,116,9.58,327,1111.28,No
1334,2025-03-25,Insulin,Tablet,Tamil Nadu,Apollo Pharmacy,313,369.16,214,115547.08,No
1335,2025-03-25,Amoxicillin,Tablet,Delhi,Netmeds,437,89.78,329,39233.86,No
1336,2025-03-25,Azithromycin,Capsule,Karnataka,Wellness Forever,182,69.46,294,12641.72,No
1337,2025-03-26,Paracetamol,Capsule,Gujarat,Netmeds,228,11.73,4,2674.44,No
1338,2025-03-26,Amoxicillin,Tablet,Maharashtra,Wellness Forever,473,73.32,353,34680.36,No
1339,2025-03-26,Insulin,Injection,Gujarat,Netmeds,256,371.55,33,95116.8,No
1340,2025-03-26,Amoxicillin,Tablet,Karnataka,Wellness Forever,227,65.58,119,14886.66,No
1341,2025-03-27,Paracetamol,Injection,Maharashtra,MedPlus,382,10.87,13,4152.34,No
1342,2025-03-27,Amoxicillin,Capsule,Karnataka,Wellness Forever,426,54.76,32,23327.76,No
1343,2025-03-27,Metformin,Capsule,Gujarat,Wellness Forever,40,27.39,253,1095.6,No
1344,2025-03-27,Amoxicillin,Tablet,Delhi,Netmeds,377,30.19,-13,11381.63,Yes
1345,2025-03-28,Azithromycin,Injection,Gujarat,Netmeds,56,89.57,242,5015.92,No
1346,2025-03-28,Azithromycin,Tablet,Gujarat,Netmeds,143,68.44,0,9786.92,No
1347,2025-03-28,Metformin,Capsule,Gujarat,Apollo Pharmacy,117,29.85,78,3492.45,No
1348,2025-03-28,Paracetamol,Tablet,Tamil Nadu,Apollo Pharmacy,81,6.39,342,517.59,No
1349,2025-03-29,Azithromycin,Syrup,Karnataka,Wellness Forever,336,87.06,118,29252.16,No
1350,2025-03-29,Insulin,Injection,Karnataka,Wellness Forever,427,270.24,285,115392.48,No
1351,2025-03-29,Azithromycin,Injection,Karnataka,MedPlus,117,91.39,311,10692.63,No
1352,2025-03-29,Azithromycin,Tablet,Tamil Nadu,MedPlus,318,45.19,117,14370.42,No
1353,2025-03-30,Paracetamol,Capsule,Delhi,Wellness Forever,407,13.7,296,5575.9,No
1354,2025-03-30,Amoxicillin,Tablet,Gujarat,Apollo Pharmacy,281,63.69,367,17896.89,No
1355,2025-03-30,Azithromycin,Syrup,Delhi,Wellness Forever,180,84.85,16,15273.0,No
1356,2025-03-30,Metformin,Tablet,Tamil Nadu,MedPlus,125,25.09,289,3136.25,No
1357,2025-03-31,Amoxicillin,Tablet,Karnataka,Apollo Pharmacy,338,70.59,253,23859.42,No
1358,2025-03-31,Insulin,Syrup,Gujarat,Apollo Pharmacy,83,351.25,398,29153.75,No
1359,2025-03-31,Paracetamol,Tablet,Maharashtra,MedPlus,265,9.05,9,2398.25,No
1360,2025-03-31,Insulin,Tablet,Maharashtra,Wellness Forever,90,356.26,300,32063.4,No
1361,2025-04-01,Amoxicillin,Tablet,Delhi,Netmeds,277,59.9,43,16592.3,No
1362,2025-04-01,Amoxicillin,Tablet,Karnataka,Wellness Forever,137,34.62,197,4742.94,No
1363,2025-04-01,Amoxicillin,Injection,Maharashtra,Wellness Forever,335,33.51,140,11225.85,No
1364,2025-04-01,Insulin,Capsule,Delhi,MedPlus,412,233.56,298,96226.72,No
1365,2025-04-02,Amoxicillin,Tablet,Tamil Nadu,Apollo Pharmacy,244,77.09,260,18809.96,No
1366,2025-04-02,Insulin,Tablet,Delhi,MedPlus,50,326.92,373,16346.0,No
1367,2025-04-02,Amoxicillin,Tablet,Delhi,Wellness Forever,190,77.32,194,14690.8,No
1368,2025-04-02,Metformin,Tablet,Delhi,Netmeds,166,22.93,41,3806.38,No
1369,2025-04-03,Amoxicillin,Injection,Gujarat,Netmeds,463,56.41,169,26117.83,No
1370,2025-04-03,Insulin,Syrup,Delhi,Netmeds,68,186.86,38,12706.48,No
1371,2025-04-03,Azithromycin,Tablet,Delhi,MedPlus,354,66.26,193,23456.04,No
1372,2025-04-03,Amoxicillin,Tablet,Gujarat,Apollo Pharmacy,258,56.04,352,14458.32,No
1373,2025-04-04,Azithromycin,Tablet,Gujarat,MedPlus,201,47.09,326,9465.09,No
1374,2025-04-04,Metformin,Capsule,Tamil Nadu,Netmeds,33,15.52,277,512.16,No
1375,2025-04-04,Paracetamol,Capsule,Karnataka,Wellness Forever,482,13.97,324,6733.54,No
1376,2025-04-04,Metformin,Tablet,Maharashtra,Apollo Pharmacy,409,28.39,288,11611.51,No
1377,2025-04-05,Amoxicillin,Tablet,Maharashtra,MedPlus,445,89.9,236,40005.5,No
1378,2025-04-05,Azithromycin,Capsule,Delhi,MedPlus,89,114.65,358,10203.85,No
1379,2025-04-05,Azithromycin,Capsule,Tamil Nadu,Apollo Pharmacy,143,91.41,288,13071.63,No
1380,2025-04-05,Insulin,Tablet,Delhi,Apollo Pharmacy,430,255.31,96,109783.3,No
1381,2025-04-06,Azithromycin,Tablet,Maharashtra,Wellness Forever,222,90.89,350,20177.58,No
1382,2025-04-06,Insulin,Tablet,Gujarat,Apollo Pharmacy,397,346.41,-10,137524.77,Yes
1383,2025-04-06,Paracetamol,Syrup,Karnataka,Wellness Forever,491,6.78,175,3328.98,No
1384,2025-04-06,Amoxicillin,Tablet,Tamil Nadu,Netmeds,357,54.59,318,19488.63,No
1385,2025-04-07,Insulin,Tablet,Gujarat,Netmeds,175,359.95,263,62991.25,No
1386,2025-04-07,Paracetamol,Syrup,Karnataka,MedPlus,434,10.76,366,4669.84,No
1387,2025-04-07,Azithromycin,Tablet,Tamil Nadu,Netmeds,357,85.75,324,30612.75,No
1388,2025-04-07,Azithromycin,Injection,Tamil Nadu,Netmeds,346,87.02,-3,30108.92,Yes
1389,2025-04-08,Paracetamol,Tablet,Maharashtra,Wellness Forever,407,7.77,287,3162.39,No
1390,2025-04-08,Azithromycin,Tablet,Gujarat,MedPlus,80,68.98,28,5518.4,No
1391,2025-04-08,Paracetamol,Syrup,Tamil Nadu,Apollo Pharmacy,223,10.02,89,2234.46,No
1392,2025-04-08,Insulin,Tablet,Tamil Nadu,MedPlus,444,156.55,144,69508.2,No
1393,2025-04-09,Insulin,Capsule,Karnataka,Netmeds,74,156.05,138,11547.7,No
1394,2025-04-09,Paracetamol,Syrup,Maharashtra,Apollo Pharmacy,230,17.48,226,4020.4,No
1395,2025-04-09,Insulin,Tablet,Delhi,MedPlus,317,218.27,165,69191.59,No
1396,2025-04-09,Insulin,Injection,Maharashtra,MedPlus,488,279.52,-2,136405.76,Yes
1397,2025-04-10,Insulin,Tablet,Delhi,MedPlus,295,224.68,164,66280.6,No
1398,2025-04-10,Metformin,Capsule,Gujarat,MedPlus,194,33.52,361,6502.88,No
1399,2025-04-10,Amoxicillin,Tablet,Gujarat,Wellness Forever,216,45.56,276,9840.96,No
1400,2025-04-10,Azithromycin,Syrup,Tamil Nadu,MedPlus,475,74.37,248,35325.75,No
1401,2025-04-11,Metformin,Tablet,Gujarat,Netmeds,108,31.82,152,3436.56,No
1402,2025-04-11,Insulin,Tablet,Tamil Nadu,Netmeds,251,360.48,198,90480.48,No
1403,2025-04-11,Paracetamol,Capsule,Maharashtra,Wellness Forever,167,7.79,134,1300.93,No
1404,2025-04-11,Insulin,Capsule,Gujarat,Apollo Pharmacy,107,350.66,0,37520.62,No
1405,2025-04-12,Amoxicillin,Tablet,Maharashtra,Apollo Pharmacy,51,57.49,75,2931.99,No
1406,2025-04-12,Insulin,Tablet,Maharashtra,Netmeds,148,270.74,104,40069.52,No
1407,2025-04-12,Paracetamol,Capsule,Gujarat,Netmeds,292,7.0,237,2044.0,No
1408,2025-04-12,Amoxicillin,Capsule,Maharashtra,Wellness Forever,417,34.84,44,14528.28,No
1409,2025-04-13,Insulin,Tablet,Gujarat,Apollo Pharmacy,236,331.98,250,78347.28,No
1410,2025-04-13,Amoxicillin,Syrup,Gujarat,Apollo Pharmacy,432,59.79,393,25829.28,No
1411,2025-04-13,Azithromycin,Tablet,Gujarat,MedPlus,81,74.95,15,6070.95,No
1412,2025-04-13,Azithromycin,Capsule,Delhi,MedPlus,252,98.36,5,24786.72,No
1413,2025-04-14,Insulin,Tablet,Maharashtra,MedPlus,27,341.38,203,9217.26,No
1414,2025-04-14,Amoxicillin,Tablet,Karnataka,Wellness Forever,86,39.53,65,3399.58,No
1415,2025-04-14,Paracetamol,Injection,Gujarat,Netmeds,54,14.15,273,764.1,No
1416,2025-04-14,Insulin,Tablet,Maharashtra,Wellness Forever,481,183.84,15,88427.04,No
1417,2025-04-15,Azithromycin,Syrup,Tamil Nadu,Apollo Pharmacy,380,100.11,218,38041.8,No
1418,2025-04-15,Azithromycin,Tablet,Gujarat,Netmeds,352,92.56,389,32581.12,No
1419,2025-04-15,Insulin,Tablet,Gujarat,MedPlus,149,389.15,20,57983.35,No
1420,2025-04-15,Amoxicillin,Tablet,Karnataka,Wellness Forever,186,34.14,116,6350.04,No
1421,2025-04-16,Azithromycin,Syrup,Delhi,Wellness Forever,231,44.56,308,10293.36,No
1422,2025-04-16,Amoxicillin,Tablet,Delhi,MedPlus,424,46.93,330,19898.32,No
1423,2025-04-16,Azithromycin,Syrup,Gujarat,Wellness Forever,101,60.94,116,6154.94,No
1424,2025-04-16,Azithromycin,Capsule,Maharashtra,MedPlus,31,59.76,-7,1852.56,Yes
1425,2025-04-17,Metformin,Injection,Tamil Nadu,Apollo Pharmacy,181,32.66,14,5911.46,No
1426,2025-04-17,Azithromycin,Tablet,Tamil Nadu,Netmeds,101,59.96,99,6055.96,No
1427,2025-04-17,Paracetamol,Tablet,Maharashtra,Apollo Pharmacy,201,9.08,285,1825.08,No
1428,2025-04-17,Insulin,Tablet,Gujarat,Apollo Pharmacy,86,339.85,-12,29227.1,Yes
1429,2025-04-18,Insulin,Tablet,Tamil Nadu,MedPlus,290,262.43,309,76104.7,No
1430,2025-04-18,Amoxicillin,Tablet,Delhi,Wellness Forever,373,76.6,221,28571.8,No
1431,2025-04-18,Azithromycin,Injection,Maharashtra,Apollo Pharmacy,188,45.23,7,8503.24,No
1432,2025-04-18,Paracetamol,Tablet,Karnataka,Apollo Pharmacy,247,12.31,0,3040.57,No
1433,2025-04-19,Amoxicillin,Tablet,Gujarat,Apollo Pharmacy,144,32.02,6,4610.88,No
1434,2025-04-19,Metformin,Tablet,Maharashtra,Wellness Forever,374,11.57,56,4327.18,No
1435,2025-04-19,Amoxicillin,Injection,Tamil Nadu,Wellness Forever,399,84.39,288,33671.61,No
1436,2025-04-19,Amoxicillin,Tablet,Gujarat,MedPlus,289,38.35,214,11083.15,No
1437,2025-04-20,Azithromycin,Syrup,Delhi,Apollo Pharmacy,28,82.59,91,2312.52,No
1438,2025-04-20,Metformin,Tablet,Gujarat,Netmeds,92,20.28,192,1865.76,No
1439,2025-04-20,Amoxicillin,Capsule,Gujarat,Wellness Forever,237,50.84,373,12049.08,No
1440,2025-04-20,Paracetamol,Capsule,Delhi,MedPlus,380,18.5,192,7030.0,No
1441,2025-04-21,Paracetamol,Tablet,Delhi,Apollo Pharmacy,274,5.33,247,1460.42,No
1442,2025-04-21,Insulin,Tablet,Gujarat,Netmeds,121,315.95,35,38229.95,No
1443,2025-04-21,Metformin,Tablet,Delhi,Wellness Forever,260,34.08,49,8860.8,No
1444,2025-04-21,Metformin,Tablet,Maharashtra,Netmeds,173,24.0,249,4152.0,No
1445,2025-04-22,Insulin,Injection,Delhi,Wellness Forever,367,384.21,322,141005.07,No
1446,2025-04-22,Amoxicillin,Capsule,Delhi,MedPlus,177,33.14,285,5865.78,No
1447,2025-04-22,Metformin,Injection,Gujarat,Netmeds,230,20.47,362,4708.1,No
1448,2025-04-22,Paracetamol,Capsule,Maharashtra,Apollo Pharmacy,417,8.9,159,3711.3,No
1449,2025-04-23,Paracetamol,Tablet,Karnataka,Apollo Pharmacy,313,15.96,136,4995.48,No
1450,2025-04-23,Azithromycin,Tablet,Karnataka,Wellness Forever,200,118.5,250,23700.0,No
1451,2025-04-23,Metformin,Injection,Tamil Nadu,Apollo Pharmacy,334,16.41,313,5480.94,No
1452,2025-04-23,Amoxicillin,Tablet,Delhi,Netmeds,446,69.25,288,30885.5,No
1453,2025-04-24,Insulin,Injection,Delhi,MedPlus,447,199.52,147,89185.44,No
1454,2025-04-24,Insulin,Tablet,Maharashtra,Wellness Forever,179,291.33,327,52148.07,No
1455,2025-04-24,Amoxicillin,Tablet,Karnataka,Netmeds,384,57.84,351,22210.56,No
1456,2025-04-24,Azithromycin,Capsule,Tamil Nadu,Wellness Forever,54,117.76,222,6359.04,No
1457,2025-04-25,Insulin,Tablet,Maharashtra,MedPlus,390,302.13,183,117830.7,No
1458,2025-04-25,Metformin,Capsule,Delhi,Wellness Forever,483,18.74,0,9051.42,No
1459,2025-04-25,Azithromycin,Capsule,Karnataka,Apollo Pharmacy,23,49.13,293,1129.99,No
1460,2025-04-25,Metformin,Injection,Tamil Nadu,Apollo Pharmacy,240,13.78,280,3307.2,No
1461,2025-04-26,Paracetamol,Injection,Gujarat,Wellness Forever,166,8.38,340,1391.08,No
1462,2025-04-26,Azithromycin,Syrup,Karnataka,MedPlus,143,60.08,260,8591.44,No
1463,2025-04-26,Insulin,Capsule,Tamil Nadu,MedPlus,400,362.65,223,145060.0,No
1464,2025-04-26,Azithromycin,Tablet,Maharashtra,Apollo Pharmacy,46,84.9,53,3905.4,No
1465,2025-04-27,Azithromycin,Syrup,Gujarat,MedPlus,62,81.87,285,5075.94,No
1466,2025-04-27,Azithromycin,Syrup,Tamil Nadu,Wellness Forever,27,49.18,-10,1327.86,Yes
1467,2025-04-27,Azithromycin,Tablet,Tamil Nadu,Netmeds,480,108.81,204,52228.8,No
1468,2025-04-27,Metformin,Tablet,Delhi,Wellness Forever,47,28.07,238,1319.29,No
1469,2025-04-28,Paracetamol,Tablet,Karnataka,Apollo Pharmacy,196,6.02,279,1179.92,No
1470,2025-04-28,Amoxicillin,Syrup,Delhi,Apollo Pharmacy,394,72.47,342,28553.18,No
1471,2025-04-28,Azithromycin,Capsule,Gujarat,Apollo Pharmacy,205,83.48,370,17113.4,No
1472,2025-04-28,Insulin,Tablet,Tamil Nadu,MedPlus,252,170.43,91,42948.36,No
1473,2025-04-29,Azithromycin,Capsule,Delhi,Wellness Forever,309,76.66,279,23687.94,No
1474,2025-04-29,Insulin,Injection,Karnataka,Netmeds,312,271.17,102,84605.04,No
1475,2025-04-29,Metformin,Capsule,Gujarat,Wellness Forever,44,14.14,389,622.16,No
1476,2025-04-29,Insulin,Syrup,Maharashtra,Netmeds,224,386.42,152,86558.08,No
1477,2025-04-30,Amoxicillin,Injection,Delhi,Wellness Forever,228,81.0,235,18468.0,No
1478,2025-04-30,Paracetamol,Tablet,Gujarat,Apollo Pharmacy,325,15.04,66,4888.0,No
1479,2025-04-30,Insulin,Capsule,Maharashtra,Netmeds,99,265.57,38,26291.43,No
1480,2025-04-30,Insulin,Tablet,Delhi,Wellness Forever,317,252.94,224,80181.98,No
1481,2025-05-01,Paracetamol,Capsule,Gujarat,MedPlus,261,14.76,350,3852.36,No
1482,2025-05-01,Amoxicillin,Capsule,Gujarat,MedPlus,17,62.73,-4,1066.41,Yes
1483,2025-05-01,Azithromycin,Tablet,Delhi,Wellness Forever,265,44.98,193,11919.7,No
1484,2025-05-01,Insulin,Tablet,Gujarat,Apollo Pharmacy,372,278.13,149,103464.36,No
1485,2025-05-02,Paracetamol,Injection,Tamil Nadu,Netmeds,217,17.1,350,3710.7,No
1486,2025-05-02,Metformin,Tablet,Delhi,Wellness Forever,434,21.48,278,9322.32,No
1487,2025-05-02,Paracetamol,Capsule,Gujarat,MedPlus,140,5.78,383,809.2,No
1488,2025-05-02,Metformin,Tablet,Maharashtra,Netmeds,233,29.66,-9,6910.78,Yes
1489,2025-05-03,Amoxicillin,Tablet,Maharashtra,MedPlus,206,42.08,62,8668.48,No
1490,2025-05-03,Azithromycin,Capsule,Tamil Nadu,MedPlus,477,60.69,49,28949.13,No
1491,2025-05-03,Paracetamol,Injection,Delhi,Wellness Forever,151,7.47,86,1127.97,No
1492,2025-05-03,Insulin,Capsule,Gujarat,MedPlus,261,232.55,341,60695.55,No
1493,2025-05-04,Amoxicillin,Tablet,Gujarat,Netmeds,105,75.41,284,7918.05,No
1494,2025-05-04,Paracetamol,Injection,Maharashtra,Apollo Pharmacy,35,12.79,271,447.65,No
1495,2025-05-04,Insulin,Syrup,Tamil Nadu,Wellness Forever,120,201.22,155,24146.4,No
1496,2025-05-04,Paracetamol,Syrup,Maharashtra,Netmeds,463,18.17,61,8412.71,No
1497,2025-05-05,Metformin,Injection,Maharashtra,Wellness Forever,132,31.99,32,4222.68,No
1498,2025-05-05,Paracetamol,Syrup,Tamil Nadu,MedPlus,195,18.06,239,3521.7,No
1499,2025-05-05,Paracetamol,Tablet,Delhi,MedPlus,493,8.58,66,4229.94,No
1500,2025-05-05,Paracetamol,Tablet,Gujarat,Netmeds,177,11.77,367,2083.29,No
1501,2025-05-06,Amoxicillin,Injection,Delhi,Netmeds,60,89.1,193,5346.0,No
1502,2025-05-06,Paracetamol,Tablet,Karnataka,Apollo Pharmacy,388,16.58,193,6433.04,No
1503,2025-05-06,Insulin,Injection,Karnataka,Netmeds,14,156.79,68,2195.06,No
1504,2025-05-06,Metformin,Tablet,Karnataka,Netmeds,86,11.63,-6,1000.18,Yes
1505,2025-05-07,Metformin,Syrup,Tamil Nadu,Wellness Forever,169,21.6,13,3650.4,No
1506,2025-05-07,Paracetamol,Injection,Maharashtra,MedPlus,217,18.64,288,4044.88,No
1507,2025-05-07,Amoxicillin,Tablet,Delhi,Netmeds,266,62.32,100,16577.12,No
1508,2025-05-07,Amoxicillin,Tablet,Gujarat,Apollo Pharmacy,214,59.87,253,12812.18,No
1509,2025-05-08,Insulin,Tablet,Karnataka,Netmeds,264,176.37,31,46561.68,No
1510,2025-05-08,Paracetamol,Syrup,Delhi,MedPlus,447,14.85,343,6637.95,No
1511,2025-05-08,Metformin,Capsule,Karnataka,Netmeds,20,30.55,75,611.0,No
1512,2025-05-08,Amoxicillin,Tablet,Karnataka,Wellness Forever,446,52.83,37,23562.18,No
1513,2025-05-09,Paracetamol,Injection,Gujarat,MedPlus,17,16.63,202,282.71,No
1514,2025-05-09,Amoxicillin,Tablet,Tamil Nadu,Netmeds,418,87.87,332,36729.66,No
1515,2025-05-09,Amoxicillin,Syrup,Maharashtra,Wellness Forever,433,42.23,61,18285.59,No
1516,2025-05-09,Metformin,Capsule,Tamil Nadu,MedPlus,41,23.08,188,946.28,No
1517,2025-05-10,Azithromycin,Tablet,Delhi,Netmeds,481,62.97,28,30288.57,No
1518,2025-05-10,Insulin,Syrup,Tamil Nadu,Wellness Forever,37,348.21,140,12883.77,No
1519,2025-05-10,Insulin,Tablet,Delhi,Apollo Pharmacy,215,294.4,-14,63296.0,Yes
1520,2025-05-10,Metformin,Tablet,Delhi,Wellness Forever,396,25.86,341,10240.56,No
1521,2025-05-11,Amoxicillin,Tablet,Maharashtra,Apollo Pharmacy,237,77.87,297,18455.19,No
1522,2025-05-11,Paracetamol,Tablet,Gujarat,Netmeds,137,10.94,41,1498.78,No
1523,2025-05-11,Amoxicillin,Syrup,Maharashtra,Wellness Forever,264,84.91,274,22416.24,No
1524,2025-05-11,Metformin,Tablet,Tamil Nadu,Apollo Pharmacy,484,23.33,42,11291.72,No
1525,2025-05-12,Insulin,Syrup,Delhi,MedPlus,221,189.49,238,41877.29,No
1526,2025-05-12,Amoxicillin,Tablet,Karnataka,Wellness Forever,248,71.75,164,17794.0,No
1527,2025-05-12,Insulin,Tablet,Karnataka,Netmeds,216,348.32,141,75237.12,No
1528,2025-05-12,Paracetamol,Injection,Delhi,MedPlus,327,9.75,19,3188.25,No
1529,2025-05-13,Insulin,Capsule,Maharashtra,Apollo Pharmacy,292,364.29,59,106372.68,No
1530,2025-05-13,Insulin,Tablet,Gujarat,Wellness Forever,254,376.54,273,95641.16,No
1531,2025-05-13,Azithromycin,Capsule,Maharashtra,Wellness Forever,54,62.15,355,3356.1,No
1532,2025-05-13,Azithromycin,Syrup,Delhi,Netmeds,114,118.68,59,13529.52,No
1533,2025-05-14,Azithromycin,Syrup,Delhi,MedPlus,357,51.26,313,18299.82,No
1534,2025-05-14,Insulin,Syrup,Gujarat,Wellness Forever,290,200.5,62,58145.0,No
1535,2025-05-14,Metformin,Tablet,Tamil Nadu,Wellness Forever,243,14.61,239,3550.23,No
1536,2025-05-14,Insulin,Tablet,Tamil Nadu,MedPlus,198,373.5,249,73953.0,No
1537,2025-05-15,Metformin,Syrup,Gujarat,Wellness Forever,53,26.36,288,1397.08,No
1538,2025-05-15,Metformin,Tablet,Tamil Nadu,MedPlus,234,13.8,51,3229.2,No
1539,2025-05-15,Azithromycin,Capsule,Karnataka,MedPlus,439,75.23,205,33025.97,No
1540,2025-05-15,Amoxicillin,Tablet,Tamil Nadu,MedPlus,151,66.92,148,10104.92,No
1541,2025-05-16,Paracetamol,Tablet,Tamil Nadu,Netmeds,145,6.25,359,906.25,No
1542,2025-05-16,Azithromycin,Injection,Tamil Nadu,MedPlus,185,110.59,204,20459.15,No
1543,2025-05-16,Azithromycin,Tablet,Karnataka,MedPlus,151,104.29,156,15747.79,No
1544,2025-05-16,Amoxicillin,Syrup,Tamil Nadu,Apollo Pharmacy,458,60.31,238,27621.98,No
1545,2025-05-17,Paracetamol,Injection,Karnataka,Apollo Pharmacy,89,19.51,194,1736.39,No
1546,2025-05-17,Insulin,Capsule,Gujarat,Netmeds,91,254.44,172,23154.04,No
1547,2025-05-17,Insulin,Injection,Maharashtra,MedPlus,144,396.03,175,57028.32,No
